Nama Produk,SKU / Kode Produk,Barcode,Kategori,Satuan Dasar,Merk / Brand,Lokasi / Rak,Hitung Stok (ya/tidak),Harga Modal / Beli,Harga Jual Eceran,Harga Jual Grosir,Harga Jual Promo,Diskon per Item (Rp),Stok di Rak / Display,Stok di Gudang,Stok Minimum,Stok Minimum Gudang,Satuan Beli dari Supplier,Isi per Satuan Beli,Satuan Jual Besar,Harga Jual Besar Satuan,Harga Jual Besar Grosir,Harga Jual Besar Promo,Produk Master (ID),Qty Isi per Paket,Jenis Isi Paket,Satuan Isi Paket,HPP (AVCO),Total Aset
LEM SOSIS WHITE,LEM SS WH,MHALEM04,Umum,PCS,HANDSOME,,tidak,0,40000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM SOSIS WHITE ISCO,LEM SS WH IS,MISLEM04,Umum,PCS,ISCO,,tidak,0,40000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM TIKUS FOX 75 GR,LEM TKS,MNOLEM02,Umum,PCS,,,tidak,0,18000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEMARI SUSUN 2 HYPER,MNOLEM03,MNOLEM03,Plastik,PCS,,,ya,159250,230000,230000,,0,1,0,3,,,1,,,,,,,,,159250,159250
LEMARI SUSUN 2 PREM,MNOLEM05,MNOLEM05,Plastik,PCS,,,ya,101400,148000,148000,,0,2,0,3,,,1,,,,,,,,,101400,202800
LEMARI SUSUN 3 PREM,MNOLEM06,MNOLEM06,Plastik,PCS,,,ya,140400,205000,205000,,0,1,0,3,,,1,,,,,,,,,140400,140400
LEMARI SUSUN 4 HYPER,MNOLEM04,MNOLEM04,Plastik,PCS,,,ya,267150,390000,390000,,0,2,0,3,,,1,,,,,,,,,267150,534300
LEMARI SUSUN 4 PREM,MNOLEM07,MNOLEM07,Plastik,PCS,,,ya,179400,262000,262000,,0,1,0,3,,,1,,,,,,,,,179400,179400
LINGGIS 40 CM,MNOLIN01,MNOLIN01,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,4,3,,,1,,,,,,,,,0,0
LINGGIS 50 CM,MNOLIN02,MNOLIN02,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,5,3,,,1,,,,,,,,,0,0
LINGGIS BESAR,MNOLIN04,MNOLIN04,Umum,PCS,,Area 03,tidak,0,35000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LINGGIS KECIL,MNOLIN03,MNOLIN03,Umum,PCS,,Area 03,tidak,0,25000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LOT KERUCUT 200 GR,MNOLOT05,MNOLOT05,Umum,PCS,,Area 03,tidak,0,13000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LOT KERUCUT 200GR BIASA,MNOLOT01,MNOLOT01,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,6,3,,,1,,,,,,,,,0,0
LOT KERUCUT 400 GR,MNOLOT06,MNOLOT06,Umum,PCS,,Area 03,tidak,0,23000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LOT KERUCUT 400GR BIASA,MNOLOT02,MNOLOT02,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,6,3,,,1,,,,,,,,,0,0
LOT PELURU 200 GR,MNOLOT07,MNOLOT07,Umum,PCS,,Area 03,tidak,0,18000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LOT PELURU 200GR BIASA,MNOLOT03,MNOLOT03,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,5,3,,,1,,,,,,,,,0,0
LOT PELURU 300 GR,MNOLOT08,MNOLOT08,Umum,PCS,,Area 03,tidak,0,20000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LOT PELURU 300GR,MNOLOT04,MNOLOT04,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,5,3,,,1,,,,,,,,,0,0
MAGIC COM COSMOS CRJ 1001,MMGC1001,MMGC1001,Rumah tangga,PCS,,,tidak,223300,280000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MAGIC COM COSMOS CRJ 1803,MMGC1803,MMGC1803,Rumah tangga,PCS,,,tidak,239700,250000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MAGIC COM COSMOS CRJ-3305,MMGC3305,MMGC3305,Rumah tangga,PCS,,,tidak,234300,320000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MAGIC COM COSMOS CRJ-3307,MMGC3307,MMGC3307,Rumah tangga,PCS,,,tidak,259600,350000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MAGIC COM MASPION MRJ-109 SS,MMGM109,MNOMAG01,Rumah tangga,PCS,,,tidak,383500,440000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MAGIC COM MASPION MRJ-1892,MMGM1892,MMGM1892,Rumah tangga,PCS,,,tidak,305000,420000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MAGIC COM MIYAKO MCM-508,MMGM508,MNOMAG02,Rumah tangga,PCS,,,tidak,229700,235000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MAGIC COM MIYAKO MCM-528,MMGM528,MNOMAG03,Rumah tangga,PCS,,,tidak,229700,260000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MAGIC COM MIYAKO MCM-612,MMGM612,MNOMAG04,Rumah tangga,PCS,,,tidak,219000,240000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MAGIC COM YONG MA SMC 7063,MMGY7063,MMGY7063,Rumah tangga,PCS,,,tidak,710000,820000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MAGIC COM YONG MA SMC5061 1 LTR,MMGY5061,MMGY5061,Rumah tangga,PCS,,,tidak,575000,675000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MAGIC COM YONG MA SMC8073 2 LTR,MMGY8073,MMGY8073,Rumah tangga,PCS,,,tidak,583000,700000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MAGNET PINTU DOLPHIN,MDOMAG01,MDOMAG01,Umum,PCS,DOLPHIN,Area 01,tidak,0,20000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
MAGNET PULLER MOLLAR NO. 7,MMOMAG01,MMOMAG01,Umum,PCS,MOLLAR,Area 03,tidak,0,0,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
MAGNET PULLER MULTIPRO NO. 4,MMUMAG01,MMUMAG01,Umum,PCS,MULTIPRO,Area 03,tidak,0,0,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
MARKING KRAYON BIRU HIOSHI,MR KR BR HS,MHIMAR01,Umum,PCS,HIOSHI,,tidak,0,28000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BLENDER LAS NO 2 YAMATO,MTBDLA2,MTBDLA2,Alat teknik,PCS,,,tidak,0,30000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR AUGERBITS 10MM HASSTON,MHAMAT01,MHAMAT01,Alat teknik,PCS,HASSTON,Area 02,tidak,0,30000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR AUGERBITS 13MM HASSTON,MHAMAT02,MHAMAT02,Alat teknik,PCS,HASSTON,Area 02,tidak,0,35000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR AUGERBITS 16MM HASSTON,MHAMAT03,MHAMAT03,Alat teknik,PCS,HASSTON,Area 02,tidak,0,42000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR AUGERBITS 19MM HASSTON,MHAMAT04,MHAMAT04,Alat teknik,PCS,HASSTON,Area 02,tidak,0,52000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR BESI KUNING 3MM GDO,MTBBKN3,MNOMAT32,Alat tukang,PCS,,,tidak,0,6000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR BETON 10MM BRANCH,MMTBBBR10,MTBBBR10,Power tools,PCS,,,tidak,0,70000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR BETON 10MM GDO,MGDMAT03,MGDMAT03,Alat tukang,PCS,GDO,,tidak,0,30000,0,,0,0,15,3,,,1,,,,,,,,,0,0
MATA BOR BETON 12MM GDO,MGDMAT04,MGDMAT04,Alat tukang,PCS,GDO,,tidak,0,36000,0,,0,0,7,3,,,1,,,,,,,,,0,0
MATA BOR BETON 4MM GDO,MGDMAT01,MGDMAT01,Alat tukang,PCS,GDO,,tidak,0,8000,0,,0,0,9,3,,,1,,,,,,,,,0,0
MATA BOR BETON 5MM GDO,MGDMAT02,MGDMAT02,Alat tukang,PCS,GDO,,tidak,0,10000,0,,0,0,23,3,,,1,,,,,,,,,0,0
MATA BOR BETON 6MM GDO,MB BTN6,MNOMAT04,Umum,PCS,,,tidak,0,12000,0,,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR BETON 8MM BRANCH,MMTBBBRN,MNOMAT28,Alat teknik,PCS,,,tidak,0,50000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR BETON 8MM GDO,MGDMAT05,MGDMAT05,Alat tukang,PCS,GDO,,tidak,0,20000,0,,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR BETON GOMEO 10,MGOMAT03,MGOMAT03,Alat tukang,PCS,GOMEO,,tidak,0,0,0,0,0,0,7,3,,,1,,,,,,,,,0,0
MATA BOR BETON GOMEO 12,MGOMAT04,MGOMAT04,Alat tukang,PCS,GOMEO,,tidak,0,0,0,0,0,0,9,3,,,1,,,,,,,,,0,0
MATA BOR BETON GOMEO 6,MGOMAT01,MGOMAT01,Alat tukang,PCS,GOMEO,,tidak,0,9000,0,0,0,0,10,3,,,1,,,,,,,,,0,0
MATA BOR BETON GOMEO 8,MGOMAT02,MGOMAT02,Alat tukang,PCS,GOMEO,,tidak,0,0,0,0,0,0,9,3,,,1,,,,,,,,,0,0
MATA BOR BETON HASSTON 10MM X 120,MHAMAT11,MHAMAT11,Alat teknik,PCS,HASSTON,Area 02,tidak,0,25000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR BETON MAKITA 10,MMAMAT03,MMAMAT03,Alat tukang,PCS,MAKITA MT,,tidak,0,35000,0,0,0,0,3,3,,,1,,,,,,,,,0,0
MATA BOR BETON MAKITA 12,MMAMAT04,MMAMAT04,Alat tukang,PCS,MAKITA MT,,tidak,0,38000,0,0,0,0,3,3,,,1,,,,,,,,,0,0
MATA BOR BETON MAKITA 16,MMAMAT05,MMAMAT05,Alat tukang,PCS,MAKITA MT,,tidak,0,0,0,0,0,0,2,3,,,1,,,,,,,,,0,0
MATA BOR BETON MAKITA 5,MMAMAT01,MMAMAT01,Alat tukang,PCS,MAKITA MT,,tidak,0,0,0,0,0,0,2,3,,,1,,,,,,,,,0,0
MATA BOR BETON MAKITA 8,MMAMAT02,MMAMAT02,Alat tukang,PCS,MAKITA MT,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
MATA BOR BETON SDS 10MM ESSEN,MESMAT05,MESMAT05,Umum,PCS,ESSEN,Area 02,ya,0,22000,0,0,0,5,4,5,,PCS,1,,,,,,,,,0,0
MATA BOR BETON SDS 6MM ESSEN,MESMAT07,MESMAT07,Umum,PCS,ESSEN,Area 02,ya,0,18000,0,0,0,4,4,5,,PCS,1,,,,,,,,,0,0
MATA BOR BETON SDS 8MM ESSEN,MESMAT06,MESMAT06,Umum,PCS,ESSEN,Area 02,ya,0,20000,0,0,0,6,4,5,,PCS,1,,,,,,,,,0,0
MATA BOR BETON SET 5 PCS HASSTON,MTBBSHA,MNOMAT33,Alat teknik,SET,,,tidak,0,55000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR BOBOK FLAT ESSEN,MTBBFLES,MTBBFLES,Alat teknik,PCS,,,ya,0,32000,0,,0,3,0,5,,,1,,,,,,,,,0,0
MATA BOR BOBOK SDS PIPIH TJAP MATA,MMTBSDSPTM,MTBBSDSP,Alat teknik,PCS,,,tidak,0,75000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR BOBOK SDS POINT TJAP MATA,MTBPPTM,MTBPPTM,Alat teknik,PCS,,,tidak,0,70000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR COLOK 10 YOZURI,MTB CLK YZ 10,MYOMAT01,Umum,PCS,YOZURI,,tidak,0,25000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR COLOK 12 YOZURI,MTB CLK YZ 12,MYOMAT02,Umum,PCS,YOZURI,,tidak,0,27500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR COLOK 6 YOZURI,MTB CLK YZ 6,MYOMAT03,Umum,PCS,YOZURI,,tidak,0,15000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR COLOK 8 YOZURI,MTB CLK YZ 8,MYOMAT04,Umum,PCS,YOZURI,,tidak,0,19000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 15MM,MTBESN15,MTBESN15,Alat teknik,PCS,,,ya,26500,32000,0,,0,1,0,5,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 16MM,MTBESN16,MTBESN16,Alat teknik,PCS,,,ya,28000,34000,0,,0,3,0,5,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 18MM,MTBESN18,MTBESN18,Alat teknik,PCS,,,ya,32000,36000,0,,0,3,0,5,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 22MM,MTBESN22,MTBESN22,Alat teknik,PCS,,,ya,36000,40000,0,,0,3,0,5,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 25MM,MTBESN25,MTBESN25,Alat teknik,PCS,,,ya,41000,45000,0,,0,1,0,5,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 28MM,MTBESN28,MTBESN28,Alat teknik,PCS,,,ya,46000,50000,0,,0,3,0,5,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 30MM,MTBESN30,MTBESN30,Alat teknik,PCS,,,ya,48500,53000,0,,0,3,0,5,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 32MM,MTBESN32,MTBESN32,Alat teknik,PCS,,,ya,52000,58000,0,,0,3,0,5,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 35MM,MTBESN35,MTBESN35,Alat teknik,PCS,,,ya,52500,60000,0,,0,2,0,5,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 38MM,MTBESN38,MTBESN38,Alat teknik,PCS,,,ya,57000,64000,0,,0,2,0,5,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 40MM,MTBESN40,MTBESN40,Alat teknik,PCS,,,ya,59500,68000,0,,0,2,0,5,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 45MM,MTBESN45,MTBESN45,Alat teknik,PCS,,,ya,67000,76000,0,,0,1,0,5,,,1,,,,,,,,,0,0
MATA BOR ENGSEL SENDOK 50MM,MTBESN50,MTBESN50,Alat teknik,PCS,,,ya,74500,82000,0,,0,1,0,5,,,1,,,,,,,,,0,0
MATA BOR JIGSAW MOLLAR,MMOMAT05,MMOMAT05,Alat tukang,PCS,MOLLAR,,tidak,0,0,0,0,0,0,5,3,,,1,,,,,,,,,0,0
MATA BOR KIPAS SET 3 PCS BLITZ,MBORKPS3,MNOMAT05,Alat teknik,SET,,,ya,0,40000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR KIPAS SET 6 PCS,MBORKPS6,MTBKPSS6,Alat tukang,SET,,,ya,0,60000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"MATA BOR KUNING 1,5'","MB KNG1,5",MNOMAT07,Umum,PCS,,,tidak,0,3500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR KUNING 1',MB KNG1,MNOMAT06,Umum,PCS,,,tidak,0,0,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR KUNING 10',MB KNG10,MB KNG10,Umum,PCS,,,tidak,0,8300,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR KUNING 11',MB KNG11,MB KNG11,Umum,PCS,,,tidak,0,8142.76,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR KUNING 12',MB KNG12,MB KNG12,Umum,PCS,,,tidak,0,8921.78,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"MATA BOR KUNING 2,5'","MB KNG2,5",MNOMAT09,Umum,PCS,,,tidak,0,3500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR KUNING 2',MB KNG2,MNOMAT08,Umum,PCS,,,tidak,0,3500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"MATA BOR KUNING 3,5'","MB KNG3,5",MNOMAT11,Umum,PCS,,,tidak,0,1365,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR KUNING 3',MB KNG3,MNOMAT10,Umum,PCS,,,tidak,0,954,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"MATA BOR KUNING 4,5'","MB KNG4,5",MNOMAT13,Umum,PCS,,,tidak,0,1430,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR KUNING 4',MB KNG4,MNOMAT12,Umum,PCS,,,tidak,0,1398.18,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"MATA BOR KUNING 5,5'","MB KNG5,5",MNOMAT15,Umum,PCS,,,tidak,0,1748.18,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR KUNING 5',MB KNG5,MNOMAT14,Umum,PCS,,,tidak,0,1695.47,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"MATA BOR KUNING 6,5'","MB KNG6,5",MNOMAT17,Umum,PCS,,,tidak,0,3233,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR KUNING 6',MB KNG6,MNOMAT16,Umum,PCS,,,tidak,0,1907,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"MATA BOR KUNING 7,5'","MB KNG7,5",MNOMAT19,Umum,PCS,,,tidak,0,0,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR KUNING 7',MB KNG7,MNOMAT18,Umum,PCS,,,tidak,0,3977.27,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR KUNING 8',MB KNG8,MNOMAT20,Umum,PCS,,,tidak,0,4177.67,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR KUNING 9',MB KNG9,MNOMAT21,Umum,PCS,,,tidak,0,18000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR MULTIFUNGSI 10 MM IWA,MB MTF 10,MIWMAT01,Umum,PCS,IWA,,tidak,0,35000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR MULTIFUNGSI 10MM ESSEN,MESMAT01,MESMAT01,Umum,PCS,ESSEN,Area 02,ya,0,30000,0,0,0,6,4,5,,PCS,1,,,,,,,,,0,0
MATA BOR MULTIFUNGSI 12MM ESSEN,MESMAT02,MESMAT02,Umum,PCS,ESSEN,Area 02,ya,0,32000,0,0,0,6,4,5,,PCS,1,,,,,,,,,0,0
MATA BOR MULTIFUNGSI 6 MM IWA,MB MTF 6,MB MTF 6,Umum,PCS,IWA,,tidak,0,25000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR MULTIFUNGSI 6MM ESSEN,MESMAT03,MESMAT03,Umum,PCS,ESSEN,Area 02,ya,0,15000,0,0,0,6,4,5,,PCS,1,,,,,,,,,0,0
MATA BOR MULTIFUNGSI 8 MM IWA,MB MTF 8,MB MTF 8,Umum,PCS,IWA,,tidak,0,30000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR MULTIFUNGSI 8MM ESSEN,MESMAT04,MESMAT04,Umum,PCS,ESSEN,Area 02,ya,0,20000,0,0,0,6,4,5,,PCS,1,,,,,,,,,0,0
MATA BOR NACHI 10MM,MTBNCH10,MTBNCH10,Alat teknik,PCS,,,tidak,0,105000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR NACHI 3MM,MTBNCH3,MNOMAT30,Alat tukang,PCS,,,tidak,0,25000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR NACHI 5MM,MTBNCH5,MNOMAT31,Alat tukang,PCS,,,tidak,0,35000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR NACHI 6MM,MTBRNAC6,MTBRNAC6,Alat teknik,PCS,,,tidak,0,42000,0,,0,0,0,3,,,1,,,,,,,,,0,0
MATA BOR NACHI 8MM,MTBNCH8,MTBNCH8,Alat tukang,PCS,,,tidak,0,65000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR PAGODA 3-12MM,MPGD312,MNOMAT03,Alat teknik,PCS,,,tidak,0,30000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA BOR PAGODA 4-20MM,MNOMAT26,MNOMAT26,Umum,PCS,,Area 02,tidak,0,45000,0,,0,0,0,5,,PCS,1,,,,,,,,,0,0
MATA BOR PAGODA 4-32MM,MNOMAT25,MNOMAT25,Umum,PCS,,Area 02,tidak,0,70000,0,,0,0,0,5,,PCS,1,,,,,,,,,0,0
MATA BOR PAGODA MEIJER 3 - 12 MM,MNOMAT02,MNOMAT02,Alat tukang,PAK,,,tidak,0,30000,0,0,0,0,1,3,,,1,,,,,,,,,0,0
MATA BOR PAGODA SET 3 PCS,MNOMAT27,MNOMAT27,Umum,PCS,,Area 02,ya,0,85000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
MATA BOR SDS / COLOK BOSCH 10,MBOMAT02,MBOMAT02,Alat tukang,PCS,BOSCH,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
MATA BOR SDS / COLOK BOSCH 8,MBOMAT01,MBOMAT01,Alat tukang,PCS,BOSCH,,tidak,0,0,0,0,0,0,2,3,,,1,,,,,,,,,0,0
MATA BOR SDS / COLOK MAKITA 10,MMAMAT06,MMAMAT06,Alat tukang,PCS,MAKITA MT,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
MATA BOR SDS / COLOK MAKITA 12,MMAMAT07,MMAMAT07,Alat tukang,PCS,MAKITA MT,,tidak,0,38000,0,0,0,0,2,3,,,1,,,,,,,,,0,0
MATA BOR SDS / COLOK MAKITA 14,MMAMAT08,MMAMAT08,Alat tukang,PCS,MAKITA MT,,tidak,0,0,0,0,0,0,2,3,,,1,,,,,,,,,0,0
MATA BOR SDS / COLOK MAKITA 16,MMAMAT11,MMAMAT11,Alat tukang,PCS,MAKITA MT,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
MATA BOR SDS / COLOK MAKITA 6,MMAMAT09,MMAMAT09,Alat tukang,PCS,MAKITA MT,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
MATA BOR SDS / COLOK MAKITA 8,MMAMAT10,MMAMAT10,Alat tukang,PCS,MAKITA MT,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
MATA BOR TOMBAK 10MM TJAP MATA,MTJMAT03,MTJMAT03,Alat tukang,PCS,TJAP MATA,,tidak,0,35000,0,,0,0,13,3,,,1,,,,,,,,,0,0
MATA BOR TOMBAK 6MM TJAP MATA,MTJMAT01,MTJMAT01,Alat tukang,PCS,TJAP MATA,,tidak,0,25000,0,,0,0,13,3,,,1,,,,,,,,,0,0
MATA BOR TOMBAK 8MM TJAP MATA,MTJMAT02,MTJMAT02,Alat tukang,PCS,TJAP MATA,,tidak,0,30000,0,,0,0,13,3,,,1,,,,,,,,,0,0
MATA CIRCLE BULL 7' X 24T,MBUMAT01,MBUMAT01,Alat tukang,PCS,BULL,,tidak,0,110000,0,0,0,0,2,3,,,1,,,,,,,,,0,0
"MATA CIRCLE MODERN 4"" X 24T",MMOMAT06,MMOMAT06,Power tools,PCS,MODERN POWER TOOLS,Area 02,tidak,0,30000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA CIRCLE MOLLAR 10' X 120 T,MMOMAT04,MMOMAT04,Alat tukang,PCS,MOLLAR,,tidak,0,190000,0,0,0,0,1,3,,,1,,,,,,,,,0,0
MATA CIRCLE MOLLAR 7 X 100 T,MMOMAT02,MMOMAT02,Alat tukang,PCS,MOLLAR,,tidak,0,115000,0,0,0,0,3,3,,,1,,,,,,,,,0,0
MATA CIRCLE MOLLAR 7 X 80 T,MMOMAT03,MMOMAT03,Alat tukang,PCS,MOLLAR,,tidak,0,90000,0,0,0,0,4,3,,,1,,,,,,,,,0,0
MATA CIRCLE TURBO ISCO,MISMAT01,MISMAT01,Alat tukang,PCS,ISCO,,tidak,0,0,0,0,0,0,2,3,,,1,,,,,,,,,0,0
MATA GERINDA 72 SET MOLLAR,MMOMAT01,MMOMAT01,Alat tukang,PCS,MOLLAR,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
MATA GRAJI GLX FLEX 18T,GLX FLEX18,MGLMAT01,Umum,PCS,GLX,,tidak,0,5500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA GRAJI TRIPLEK BIASA,MNOMAT01,MNOMAT01,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,114,3,,,1,,,,,,,,,0,0
MATA GRAJI VPR FLEX 18T,VPR FLEX 18,MVPMAT02,Umum,PCS,VPR,,tidak,0,5000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA GRAJI VPR FLEX 24T,VPR FLEX 24,MVPMAT03,Umum,PCS,VPR,,tidak,0,900.9,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA JIG SAW SET 5 PCS NO. 1,MNOMAT22,MNOMAT22,Umum,PCS,,Area 02,tidak,0,20000,0,,0,0,0,5,,PCS,1,,,,,,,,,0,0
MATA JIG SAW SET 5 PCS NO. 10,MNOMAT23,MNOMAT23,Umum,PCS,,Area 02,tidak,0,27000,0,,0,0,0,5,,PCS,1,,,,,,,,,0,0
MATA JIG SAW SET 5 PCS T101AO,MNOMAT24,MNOMAT24,Umum,PCS,,Area 02,ya,19000,25000,0,,0,0,3,5,,PCS,1,,,,,,,,,0,0
MATA OBENG ANGIN (RING) PH2 VPR,MTOBRVPR,MTOBRVPR,Alat teknik,PCS,,,tidak,0,8000,0,,0,0,0,5,,,1,,,,,,,,,0,0
MATA OBENG ANGIN +- PH2 X 65MM TEKIRO,MTOAP2TK,MTOAP2TK,Alat teknik,PCS,,,ya,8200,13000,0,,0,10,0,5,,PAK,10,PAK,130000,0,,,,,,0,0
MATA OBENG ANGIN CAMEL,MCAMAT01,MCAMAT01,Alat tukang,PAK,CAMEL,,tidak,0,0,0,0,0,0,1,5,,,1,,,,,,,,,0,0
MATA OBENG ANGIN NEVADA,MNEMAT01,MNEMAT01,Alat tukang,PAK,NEVADA,,tidak,0,0,0,0,0,0,10,5,,,1,,,,,,,,,0,0
MATA OBENG ANGIN VPR,MVPMAT01,MVPMAT01,Alat tukang,PAK,VPR,,tidak,0,0,0,0,0,0,10,3,,,1,,,,,,,,,0,0
MATA OBENG KETOK PH2 (-) TEKIRO,MTEMAT03,MTEMAT03,Umum,PCS,TEKIRO,Area 02,ya,8700,10000,0,,0,6,6,5,,PCS,1,,,,,,,,,0,0
MATA OBENG KETOK PH2 (+) TEKIRO,MTEMAT02,MTEMAT02,Umum,PCS,TEKIRO,Area 02,ya,8700,10000,0,,0,6,6,5,,PCS,1,,,,,,,,,0,0
MATA POTONG HD 60CM (TITANIUM) HIOSHI,MT PTG HD60CM,MHIMAT01,Umum,PCS,HIOSHI,,tidak,0,0,0,0,0,0,0,3,,,1,,,,,,,,,0,0
MATA PROFIL SET 12 PCS BENZ,MTPRSETB,MTPRSETB,Alat teknik,SET,,,tidak,0,150000,0,,0,0,0,5,,,1,,,,,,,,,0,0
